Name,Quantity,Unit,Cocktail
Pisco,1,oz,CactusHeadClive
Sake,3/4,oz,CactusHeadClive
Aztec Chocolate Bitters,3,ds,CactusHeadClive
Caramel Syrup,1/2,oz,CactusHeadClive
Cognac,3/4,oz,Cadiz Cathedral
Sherry,3/4,oz,Cadiz Cathedral
Oloroso Sherry,1/2,oz,Cadiz Cathedral
Byrrh,1/4,oz,Cadiz Cathedral
Sweet Vermouth,1/4,oz,Cadiz Cathedral
Salt Solution,5,dr,Cadiz Cathedral
Vodka,1 1/2,oz,Caesar
Hot Sauce,2,ds,Caesar
Salt,3,ds,Caesar
Black Pepper,3,ds,Caesar
Worcestershire Sauce,4,ds,Caesar
Tomato Juice,5,oz,Caesar
Oz Gin,,25,Caesarea Cocktail
Aperol,8 3/8,oz,Caesarea Cocktail
Simple Syrup,5,oz,Caesarea Cocktail
Un Cucumber,,12,Caesarea Cocktail
Basil,6,spg,Caesarea Cocktail
Un Lemon,,10,Caesarea Cocktail
Jamaican Rum,1 1/2,oz,Cafe Colada
Creme De Banane,1/2,oz,Cafe Colada
Coffee Liqueur,1/2,oz,Cafe Colada
Pineapple Juice,1 1/2,oz,Cafe Colada
Coconut Cream,3/4,oz,Cafe Colada
Orange Juice,1/2,oz,Cafe Colada
Lime Juice,1/4,oz,Cafe Colada
Nutmeg,1,pn,Cafe Colada
Amargo-Vallet,3/4,oz,Cafe con Leche
Coffee Liqueur,3/4,oz,Cafe con Leche
Cinnamon Syrup,3/4,oz,Cafe con Leche
Cream,3/4,oz,Cafe con Leche
Espresso,1 1/2,oz,Café Corretto (Park Tavern)
Coffee Liqueur,3/4,oz,Café Corretto (Park Tavern)
Fernet Branca,1/2,oz,Café Corretto (Park Tavern)
Simple Syrup,1/4,oz,Café Corretto (Park Tavern)
Coffee Bean,3,un,Café Corretto (Park Tavern)
Tequila,2,oz,Café de Olla
Coffee Syrup,1/4,oz,Café de Olla
Amargo-Vallet,1/4,oz,Café de Olla
Orange Peel,1,un,Café de Olla
Gin,1 1/2,oz,Cafe de Paris
Egg White,1/2,un,Cafe de Paris
Anisette,1,t,Cafe de Paris
Cream,1,t,Cafe de Paris
Gin,3/4,oz,Café Royal Special
Sloe Gin,3/4,oz,Café Royal Special
Dry Vermouth,3/4,oz,Café Royal Special
Lemon Juice,3/4,oz,Café Royal Special
Cachaca,3,oz,Caipirinha
Sugar,2,t,Caipirinha
Lime,4,wdg,Caipirinha
Cachaca,2,oz,Caipirinha Pasión
Lime,3/4,un,Caipirinha Pasión
Passion Fruit Syrup,1/2,oz,Caipirinha Pasión
Aperol,1,bsp,Caipirinha Pasión
Jamaican Rum,2,oz,Calabura Flip
Cherry Liqueur,1/2,oz,Calabura Flip
Bitters,1/2,oz,Calabura Flip
Demerara Syrup,1,oz,Calabura Flip
Whole Egg,1,un,Calabura Flip
Bitters,3,dr,Calabura Flip
Mezcal,2,oz,La Calavera Catrina
Orange Juice,1/2,oz,La Calavera Catrina
Pineapple Puree,1,oz,La Calavera Catrina
Egg White,1,oz,La Calavera Catrina
Bitters,3,ds,La Calavera Catrina
Ginger Beer,3,oz,La Calavera Catrina
Cocoa Powder,1,pn,La Calavera Catrina
Anejo Rum,1 1/4,oz,Calibogus (Smuggler's Cove)
Zirbenz Stone Pine Liqueur,3/4,oz,Calibogus (Smuggler's Cove)
Molasses Syrup,3/4,oz,Calibogus (Smuggler's Cove)
Lime Juice,1/4,oz,Calibogus (Smuggler's Cove)
Spruce Beer,1,dr,Calibogus (Smuggler's Cove)
Seltzer Water,3,oz,Calibogus (Smuggler's Cove)
Bermuda Rum,2,oz,Calico Jack
Lime Juice,3/4,oz,Calico Jack
Agave Syrup,3/4,oz,Calico Jack
Hum,1/2,oz,Calico Jack
Indian Rum,1,oz,Calico Jack (The Independent)
Becherovka,1,oz,Calico Jack (The Independent)
Cherry Liqueur,1/2,oz,Calico Jack (The Independent)
Sweet Vermouth,1/4,oz,Calico Jack (The Independent)
Orange Peel,1,twst,Calico Jack (The Independent)
Gin,1,oz,California English
Pear Eau De Vie,1,oz,California English
Lemon Juice,3/4,oz,California English
Honey Syrup,1/2,oz,California English
Gin,2,oz,California Gimlet
Lime Juice,3/4,oz,California Gimlet
Simple Syrup,1,oz,California Gimlet
Gin,3/4,oz,California Widow
Pear Eau De Vie,3/4,oz,California Widow
Elderflower Liqueur,1/2,oz,California Widow
Herbal Liqueur,1/2,oz,California Widow
Benedictine,1/4,oz,California Widow
Lemon Juice,3/4,oz,California Widow
Rye,1 1/4,oz,Call of the Wild
Old Tom Gin,1 1/4,oz,Call of the Wild
Benedictine,1/2,oz,Call of the Wild
Herbal Liqueur,1/2,oz,Call of the Wild
Orange Bitters,2,ds,Call of the Wild
Lemon Peel,1,twst,Call of the Wild
Pisco,1 1/2,oz,Callao
Ruby Port,1 1/2,oz,Callao
Anejo Rum,1/2,oz,Callao
Bitters,1,ds,Callao
Lemon Peel,1,twst,Callao
Calvados,1 1/2,oz,Calva Dorsa Royale
Elderflower Liqueur,1/2,oz,Calva Dorsa Royale
Absinthe,2,ds,Calva Dorsa Royale
Champagne,3,oz,Calva Dorsa Royale
Calvados,1 1/2,oz,Calvados Cocktail
Orange Juice,1 1/2,oz,Calvados Cocktail
Triple Sec,3/4,oz,Calvados Cocktail
Orange Bitters,3/4,oz,Calvados Cocktail
Benedictine,1 1/2,oz,Cambridge Tea
Tea,3,oz,Cambridge Tea
Milk,4 1/2,oz,Cambridge Tea
Scotch,1,oz,Cameron's Kick
Irish Whiskey,1,oz,Cameron's Kick
Orgeat,3/4,oz,Cameron's Kick
Lemon Juice,3/4,oz,Cameron's Kick
Rye,1,oz,El Camino
Aperol,1,oz,El Camino
Fernet Branca,1,oz,El Camino
Lemon Peel,1,twst,El Camino
Reposado Tequila,2 1/2,oz,El Camino (Trina Sturm)
Xtabentun,1/2,oz,El Camino (Trina Sturm)
Bitters,4,ds,El Camino (Trina Sturm)
Gin,1,oz,Camomila
Chamomile Liqueur,1,oz,Camomila
Honey Syrup,1/4,oz,Camomila
Meyer Lemon Juice,1/2,oz,Camomila
Lemon Juice,1/4,oz,Camomila
Bitters,3,ds,Camomila
Campari,1 1/4,oz,Camp Counselor
Orange Liqueur,1/2,oz,Camp Counselor
Dry Vermouth,1 1/4,oz,Camp Counselor
Ginger Beer,3/4,oz,Camp Counselor
Campari,2,t,Campaign Trail
Brut Champagne,4 1/8,oz,Campaign Trail
Campari,3,oz,"Campari ""Martini"""
Salt Solution,3,dr,"Campari ""Martini"""
Orange Peel,1,twst,"Campari ""Martini"""
Campari,1 1/2,oz,Campari Collins
Orange Liqueur,1/2,oz,Campari Collins
Lemon Juice,1,oz,Campari Collins
Soda Water,1,oz,Campari Collins
Anejo Rum,1 1/2,oz,Campari Flamingo
Lime Juice,3/4,oz,Campari Flamingo
Campari,1/2,oz,Campari Flamingo
Grapefruit Soda,3,oz,Campari Flamingo
Campari,1 1/2,oz,Campari in Paradise
Coconut Liqueur,1/2,oz,Campari in Paradise
Passion Fruit Syrup,1/2,oz,Campari in Paradise
Lime Juice,3/4,oz,Campari in Paradise
Grapefruit Juice,3/4,oz,Campari in Paradise
Lime Peel,1,twst,Campari in Paradise
Mint,4,spg,Campari Mojito
Lime Juice,1,oz,Campari Mojito
Light Rum,1,oz,Campari Mojito
Campari,1 1/2,oz,Campari Mojito
Lime,2,wdg,Campari Mojito
Tonic Water,2,oz,Campari Mojito
Mint,2,lf,Campari Mojito
Campari,1 1/2,oz,Campari Sour
Lime Juice,3/4,oz,Campari Sour
Elderflower Syrup,1/2,oz,Campari Sour
Campari,1 1/2,oz,Campari Sour #2
Simple Syrup,1/2,oz,Campari Sour #2
Lemon Juice,1,oz,Campari Sour #2
Egg White,1,oz,Campari Sour #2
Orange Bitters,7,dr,Campari Sour #2
Campari,1 1/2,oz,Campari Sour #3
Simple Syrup,1,oz,Campari Sour #3
Grapefruit Juice,1/2,oz,Campari Sour #3
Lime Juice,1/2,oz,Campari Sour #3
Egg White,1,un,Campari Sour #3
Campari,1,oz,Campari Stinger
Cognac,1,oz,Campari Stinger
Grade B Maple Syrup,1/4,t,Campari Stinger
Mint,2,spg,Campari Stinger
Martinique Rum,3/4,oz,Campari Swizzle
Campari,3/4,oz,Campari Swizzle
Falernum,3/4,oz,Campari Swizzle
Chinato,3/4,oz,Campari Swizzle
Lemon Juice,3/4,oz,Campari Swizzle
Campari,2,oz,Camparipolitan
Orange Liqueur,1,oz,Camparipolitan
Lime Juice,1,oz,Camparipolitan
Cranberry Juice,1/2,oz,Camparipolitan
Salt,1,pn,Camparipolitan
Orange Peel,1,twst,Camparipolitan
Campbeltown Scotch,2,oz,Campbeltown
Cherry Liqueur,1,oz,Campbeltown
Herbal Liqueur,1/2,oz,Campbeltown
Lemon Peel,1,twst,Campbeltown
Gin,1 1/2,oz,Campden Cocktail (Louison)
Triple Sec,1/2,oz,Campden Cocktail (Louison)
Aromatized Wine,1/2,oz,Campden Cocktail (Louison)
Islay Scotch,1 1/4,oz,Campfire
Cognac,3/4,oz,Campfire
Orange Juice,3/4,oz,Campfire
Maple Syrup,1/2,oz,Campfire
Rye,2,oz,Campfire Sling
Maple Syrup,1/4,oz,Campfire Sling
Chocolate Bitters,3,ds,Campfire Sling
Orange Peel,1,twst,Campfire Sling
Bourbon,1 1/2,oz,Campfire Sour
Amaro,1 1/2,oz,Campfire Sour
Lemon Juice,1/2,oz,Campfire Sour
Gin,1,oz,The Campground's Gimlet
Zirbenz Stone Pine Liqueur,1,oz,The Campground's Gimlet
Lime Juice,1,oz,The Campground's Gimlet
Simple Syrup,1/4,oz,The Campground's Gimlet
Gin,2,oz,Can-Can Martini
Elderflower Liqueur,1,oz,Can-Can Martini
Dry Vermouth,1/2,oz,Can-Can Martini
Lemon Peel,1,twst,Can-Can Martini
Bourbon,1,oz,Can't Get There From Here
Dry Apricot Brandy,1/2,oz,Can't Get There From Here
Apricot Liqueur,1/2,oz,Can't Get There From Here
Elderflower Liqueur,1/2,oz,Can't Get There From Here
Lemon Juice,1/2,oz,Can't Get There From Here
Bitters,2,ds,Can't Get There From Here
Canadian Whisky,1 1/2,oz,Canadian Quarter
Aromatized Wine,1/2,oz,Canadian Quarter
Dry Vermouth,1/2,oz,Canadian Quarter
Fernet Branca,1,bsp,Canadian Quarter
Olive Juice,1,bsp,Canadian Quarter
Herbal Liqueur,1,oz,Canary Flip
Cognac,1,oz,Canary Flip
Simple Syrup,1/2,oz,Canary Flip
Fernet Branca,3,ds,Canary Flip
Whole Egg,1,un,Canary Flip
Lemon Peel,1,twst,Canary Flip
Rye,2,oz,Cancún Sazerac
Xtabentun,3/4,oz,Cancún Sazerac
Peychaud's Bitters,3,ds,Cancún Sazerac
Anejo Rum,1,oz,Candencia Obscura
Amaro Nonino,1,oz,Candencia Obscura
Gran Classico,1,oz,Candencia Obscura
Orange Peel,1,twst,Candencia Obscura
Clairin,1 1/2,oz,Cane & Smoke
Islay Scotch,3/4,oz,Cane & Smoke
Maurin Quina,1,oz,Cane & Smoke
Elderflower Liqueur,1/4,oz,Cane & Smoke
Orange Cream Citrate,1,ds,Cane & Smoke
Absinthe,1,ds,Cane & Smoke
Grapefruit Peel,1,twst,Cane & Smoke
Mezcal,1,oz,The Cane & The Clove
Demerara Rum,1,oz,The Cane & The Clove
Pedro Ximenez Sherry,3/4,oz,The Cane & The Clove
Falernum,1/4,oz,The Cane & The Clove
Bitters,3,ds,The Cane & The Clove
Orange Peel,1,twst,The Cane & The Clove
Amaro Montenegro,3/4,oz,Canebrake
Herbal Liqueur,3/4,oz,Canebrake
Apple Brandy,1 1/2,oz,Canebrake
Bitters,1,ds,Canebrake
Lemon Peel,1,twst,Canebrake
Reposado Tequila,1,oz,Canela Punch
Orange Juice,1,oz,Canela Punch
Aperol,1,oz,Canela Punch
Lime Juice,1/2,oz,Canela Punch
Bitters,2,ds,Canela Punch
Lime,1,wdg,Canela Punch
Cinnamon Stick,1,un,Canela Punch
Jamaican Rum,1,oz,Cannibal Cooler
Demerara Rum,1/2,oz,Cannibal Cooler
Allspice Dram,1/4,oz,Cannibal Cooler
Herbal Liqueur,1/4,oz,Cannibal Cooler
White Grapefruit Juice,1,oz,Cannibal Cooler
Lemon Juice,1/2,oz,Cannibal Cooler
Falernum,1/2,oz,Cannibal Cooler
Honey Syrup,1/4,oz,Cannibal Cooler
Bitters,2,ds,Cannibal Cooler
Rye,1,oz,Canon Cocktail
Ramazzotti,1/2,oz,Canon Cocktail
Sweet Vermouth,1/2,oz,Canon Cocktail
Triple Sec,1/2,oz,Canon Cocktail
Bitters,1,spl,Canon Cocktail
Rye,1 1/2,oz,Canon's Nymph
Salers Gentiane,3/4,oz,Canon's Nymph
Apricot Liqueur,1/4,oz,Canon's Nymph
Scotch,1 1/2,oz,Canongate
Aperol,1 1/2,oz,Canongate
Sweet Vermouth,1/2,oz,Canongate
Walnut Liqueur,1/2,oz,Canongate
Cherry,1,un,Canongate
Blanco Tequila,1 1/2,oz,Cantarito
Orange Juice,1/2,oz,Cantarito
Lemon Juice,1/2,oz,Cantarito
Lime Juice,1/2,oz,Cantarito
Grapefruit Syrup,1/2,oz,Cantarito
Soda Water,2,oz,Cantarito
Madeira,1,oz,Canteiro
Haitian Rum,1,oz,Canteiro
Madeira,3/4,oz,Canteiro
Cherry Liqueur,1/2,oz,Canteiro
Simple Syrup,1/4,oz,Canteiro
Bitters,1,bsp,Canteiro
Orange Peel,1,twst,Canteiro
Chili Pepper,1,sli,Canteiro
Rye,1 1/2,oz,Cantil Moonbeam
Applejack,1/2,oz,Cantil Moonbeam
Apple Cider,1,oz,Cantil Moonbeam
Sweet Vermouth,1/2,oz,Cantil Moonbeam
Cranberry Bitters,1,ds,Cantil Moonbeam
Rye,1,oz,Cantilever
Gin,1/2,oz,Cantilever
Byrrh,1/2,oz,Cantilever
Amaro Lucano,1,oz,Cantilever
Lemon Peel,1,twst,Cantilever
Fernet Branca,1 1/2,oz,Cantina Band
Gin,1/2,oz,Cantina Band
Lime Juice,1,oz,Cantina Band
Simple Syrup,3/4,oz,Cantina Band
Cucumber,3,sli,Cantina Band
Ginger Beer,2,oz,Cantina Band
Reposado Tequila,3/4,oz,Cantinflas Mustache
Mezcal,3/4,oz,Cantinflas Mustache
Amaro Meletti,3/4,oz,Cantinflas Mustache
Bonal Gentiane Quina,3/4,oz,Cantinflas Mustache
Bitters,2,ds,Cantinflas Mustache
Orange Peel,1,twst,Cantinflas Mustache
Jamaican Rum,1 1/2,oz,Canton
Maraschino Liqueur,1/4,oz,Canton
Orange Curacao,1/4,oz,Canton
Grenadine,1,ds,Canton
Orange Peel,1,twst,Canton
Maraschino Cherry,1,oz,Canton
Ginger Liqueur,1 1/2,oz,Canton Daisy
Lemon Juice,1,oz,Canton Daisy
Herbal Liqueur,3/4,oz,Canton Daisy
Simple Syrup,1/4,oz,Canton Daisy
Bitters,8,dr,Canton Daisy
Candied Ginger,1,cube,Canton Daisy
Club Soda,1,spl,Canton Daisy
Cappelletti Aperitivo,2,oz,Cap & Snaps
Aquavit,1,oz,Cap & Snaps
Orange Bitters,2,ds,Cap & Snaps
Orange Peel,1,twst,Cap & Snaps
Cappelletti Aperitivo,1 1/2,oz,Capcal Sour
Mezcal,1,oz,Capcal Sour
Lemon Juice,1,oz,Capcal Sour
Bitters,2,ds,Capcal Sour
Egg White,1,un,Capcal Sour
Anejo Rum,1,oz,Capitán
Anejo Tequila,1,oz,Capitán
Orgeat,3/4,oz,Capitán
Lemon Juice,3/8,oz,Capitán
Lime Juice,3/8,oz,Capitán
Bitters,1,ds,Capitán
Nutmeg,1,pn,Capitán
Barbados Rum,1 1/2,oz,El Capitan
Rhum Agricole,1/2,oz,El Capitan
Bianco Vermouth,1/2,oz,El Capitan
Curacao,1/4,oz,El Capitan
Creme De Banane,1/4,oz,El Capitan
Orange Bitters,1,ds,El Capitan
Rye,2,oz,Capone's Island
Aromatized Wine,1,oz,Capone's Island
Orange Liqueur,1,bsp,Capone's Island
Benedictine,1,bsp,Capone's Island
Bitters,4,dr,Capone's Island
Sweet Vermouth,1 3/4,oz,capovolto
Rye,1 1/4,oz,capovolto
Maraschino Liqueur,1/4,oz,capovolto
Bitters,1,ds,capovolto
Gin,1 1/2,oz,The Cappa
Pineau Des Charentes,1 1/2,oz,The Cappa
Maraschino Liqueur,1/2,oz,The Cappa
Lemon Peel,1,twst,The Cappa
Gin,1 1/2,oz,Caprice
Dry Vermouth,1 1/2,oz,Caprice
Benedictine,1/2,oz,Caprice
Orange Bitters,1,ds,Caprice
Orange Peel,1,twst,Caprice
Anejo Rum,1 1/2,oz,Captain Anne Bonnie
Lime Juice,1/2,oz,Captain Anne Bonnie
Nectarine,1,sli,Captain Anne Bonnie
Cynar,1/4,oz,Captain Anne Bonnie
Peach Liqueur,1,oz,Captain Anne Bonnie
Gold Rum,1 2/3,oz,Captain Flint
Absinthe,2/3,oz,Captain Flint
Bitters,2,dr,Captain Flint
Orange,1,sli,Captain Flint
Pear,1,sli,Captain Flint
Jamaican Rum,2,oz,Captain's Blood
Lime Juice,1,oz,Captain's Blood
Simple Syrup,3/4,oz,Captain's Blood
Bitters,2,ds,Captain's Blood
Lime,1,wdg,Captain's Blood
Cachaca,1,oz,Captain's Call
Strega,3/4,oz,Captain's Call
Cassis,1/2,oz,Captain's Call
Warm Spice Liqueur,1/2,oz,Captain's Call
Ancho Reyes Chile Liqueur,1/2,oz,Captain's Call
Grapefruit Juice,3/4,oz,Captain's Call
Islay Scotch,1 1/2,oz,Captain's Daughter
Citron Liqueur,1,oz,Captain's Daughter
Ancho Reyes Chile Liqueur,1,oz,Captain's Daughter
Coffee Liqueur,3/4,oz,Captain's Daughter
Half-And-Half,1/2,oz,Captain's Daughter
Aztec Chocolate Bitters,3,ds,Captain's Daughter
Rhum Agricole,3/4,oz,Captains' Mile
Jamaican Rum,3/4,oz,Captains' Mile
Cardamaro,1/2,oz,Captains' Mile
Swedish Punsch,1/2,oz,Captains' Mile
Lime Juice,1/2,oz,Captains' Mile
Light Rum,3/4,oz,The Captains Breakfast
Pedro Ximenez Sherry,3/4,oz,The Captains Breakfast
Maraschino Liqueur,3/4,oz,The Captains Breakfast
Lemon Juice,3/4,oz,The Captains Breakfast
Lemon,1,sli,The Captains Breakfast
Mezcal,1 1/2,oz,Capulina
Coffee,1 1/2,oz,Capulina
Milk,1,oz,Capulina
Amaro,3/4,oz,Capulina
Agave Syrup,1/2,oz,Capulina
Bitters,5,dr,Capulina
Gin,3,oz,Caractacus Potts
Watermelon Juice,2,oz,Caractacus Potts
Lime Juice,1/2,oz,Caractacus Potts
Simple Syrup,1,bsp,Caractacus Potts
Seltzer Water,2,oz,Caractacus Potts
Bourbon,1,oz,Caramel By The Sea
Apple Brandy,1,oz,Caramel By The Sea
Averna,1,oz,Caramel By The Sea
Allspice Dram,1/2,t,Caramel By The Sea
Sea Salt Caramel Syrup,1/2,oz,Caramel By The Sea
Gin,1 1/2,oz,Caravel
Lime Juice,1/2,oz,Caravel
Bianco Vermouth,1/2,oz,Caravel
Herbal Liqueur,1/4,oz,Caravel
Sage,4,lf,Caravel
Aquavit,1 1/2,oz,Caraway Daiquiri
Herbal Liqueur,3/4,oz,Caraway Daiquiri
Lime Juice,3/4,oz,Caraway Daiquiri
Cane Syrup,1/2,oz,Caraway Daiquiri
Salt,1,pn,Caraway Daiquiri
Mint,5,lf,Caraway Daiquiri
Rhum Agricole,1,oz,Caraway Sour
Light Rum,1,oz,Caraway Sour
Lime Juice,1,oz,Caraway Sour
Cumin Syrup,3/4,oz,Caraway Sour
Orange Flower Water,1,ds,Caraway Sour
Almond Syrup,1,ds,Caraway Sour
Thai Bitters,1,ds,Caraway Sour
Genever,1/2,oz,Carbin #3
Sweet Vermouth,1 1/2,oz,Carbin #3
Bitters,2,ds,Carbin #3
Orange Bitters,1,ds,Carbin #3
Seltzer Water,4,oz,Carbin #3
Sweet Vermouth,1,oz,Carbin #4
Aromatized Wine,1,oz,Carbin #4
Seltzer Water,1,oz,Carbin #4
Rye,1/2,oz,Carbin #4
Orange Bitters,1,ds,Carbin #4
Peychaud's Bitters,1,ds,Carbin #4
Light Rum,2,oz,Carbonated Daiquiri
Lime Juice,1/2,oz,Carbonated Daiquiri
Simple Syrup,3/4,oz,Carbonated Daiquiri
Water,2 1/2,oz,Carbonated Daiquiri
Salt Solution,2,dr,Carbonated Daiquiri
Demerara Rum,2,oz,The Carbonated Piston Slinger
Sloe Gin,3/4,oz,The Carbonated Piston Slinger
Lime Juice,3/4,oz,The Carbonated Piston Slinger
Club Soda,3,oz,The Carbonated Piston Slinger
Brandied Cherry,1,un,The Carbonated Piston Slinger
Lime,1,wdg,The Carbonated Piston Slinger
Aromatized Wine,1 1/2,oz,Carcciofini
Cynar 70,3/4,oz,Carcciofini
Lemon Juice,3/4,oz,Carcciofini
Simple Syrup,1/2,oz,Carcciofini
Salt Solution,6,dr,Carcciofini
Navy Strength Rum,1,oz,Careless Whisper
Dry Vermouth,1,oz,Careless Whisper
Sweet Vermouth,1,oz,Careless Whisper
Orange Bitters,1,ds,Careless Whisper
Bitters,1,ds,Careless Whisper
Jamaican Rum,2,oz,Cargo Cult
Guava Juice,1 1/2,oz,Cargo Cult
Licor 43,1,oz,Cargo Cult
Coconut Cream,3/4,oz,Cargo Cult
Lime Juice,1/2,oz,Cargo Cult
Allspice Dram,1,t,Cargo Cult
Bitters,1,ds,Cargo Cult
Aquavit,2,oz,Cargo Hold
Amaro Meletti,3/4,oz,Cargo Hold
Apricot Jam,1/2,oz,Cargo Hold
Poppy Liqueur,1/4,oz,Cargo Hold
Lemon Juice,1/4,oz,Cargo Hold
Bitters,1,ds,Cargo Hold
Jamaican Rum,1 1/4,oz,The Caribbean
Puerto Rican Rum,1,oz,The Caribbean
Cola,1 1/2,oz,The Caribbean
Lime Juice,1/2,oz,The Caribbean
Simple Syrup,1/2,oz,The Caribbean
Ginger Syrup,1/4,t,The Caribbean
Pastis,1/8,t,The Caribbean
Bitters,1,ds,The Caribbean
Crushed Ice,4,oz,The Caribbean
Light Rum,1 1/2,oz,Caribbean Christmas
Calvados,1,oz,Caribbean Christmas
Allspice Dram,1/2,oz,Caribbean Christmas
Orange Bitters,3,ds,Caribbean Christmas
Orange Peel,1,twst,Caribbean Christmas
Anejo Rum,1 3/4,oz,Caribbean Coffee Crush
Falernum,1/2,oz,Caribbean Coffee Crush
Fernet Branca,2,ds,Caribbean Coffee Crush
Simple Syrup,1,oz,Caribbean Coffee Crush
Pineapple,3,wdg,Caribbean Coffee Crush
Lime Juice,1/2,oz,Caribbean Coffee Crush
Mezcal,1 1/2,oz,Caribbean Gulf
Falernum,1/2,oz,Caribbean Gulf
Grapefruit Shrub,1/2,oz,Caribbean Gulf
Pineapple Juice,3/4,oz,Caribbean Gulf
Puerto Rican Rum,1,oz,Caribbean Punch
Jamaican Rum,1,oz,Caribbean Punch
Sarsaparilla Soda,1 1/2,oz,Caribbean Punch
Falernum,1/2,oz,Caribbean Punch
Simple Syrup,1/2,oz,Caribbean Punch
Lime Juice,1/2,oz,Caribbean Punch
Grenadine,1,ds,Caribbean Punch
Bitters,3,ds,Caribbean Punch
Herbal Liqueur,6,dr,Caribbean Punch
Almond Syrup,3,dr,Caribbean Punch
Crushed Ice,8,oz,Caribbean Punch
Mint,1,spg,Caribbean Punch
Martinique Rum,1 1/4,oz,Caribbean Royale
Creme De Banane,1/2,oz,Caribbean Royale
Fino Sherry,1 1/4,oz,Caribbean Royale
Allspice Dram,1 1/2,oz,Caribé Sour
Virgin Islands Rum,1/4,oz,Caribé Sour
Bitters,1/4,oz,Caribé Sour
Hibiscus Liqueur,3/4,oz,Caribé Sour
Lemon Juice,3/4,oz,Caribé Sour
Egg White,3/4,oz,Caribé Sour
Vodka,3,oz,Caribou
Brandy,3,oz,Caribou
1?2 Oz Sherry,,12,Caribou
1?2 Oz Port,,12,Caribou
Grade B Maple Syrup,2,oz,Caribou
Gin,2,oz,Caricature Cocktail
Sweet Vermouth,1/2,oz,Caricature Cocktail
Campari,1/2,oz,Caricature Cocktail
Grapefruit Juice,1,oz,Caricature Cocktail
Simple Syrup,1,oz,Caricature Cocktail
Orange Peel,1,twst,Caricature Cocktail
Cynar,1,oz,Carlota's Collapse
Mezcal,1/2,oz,Carlota's Collapse
Elderflower Liqueur,1/2,oz,Carlota's Collapse
Sweet Vermouth,1,oz,Carlota's Collapse
Lemon Juice,1,bsp,Carlota's Collapse
Orange Bitters,6,ds,Carlota's Collapse
Salt,1,pn,Carlota's Collapse
Lemon Peel,3,twst,Carlota's Collapse
Becherovka,1 1/2,oz,Carlsbad Daiquiri
Light Rum,1/2,oz,Carlsbad Daiquiri
Lime Juice,3/4,oz,Carlsbad Daiquiri
Cane Syrup,1/4,oz,Carlsbad Daiquiri
Cognac,1,oz,Carlton Banks Cocktail
Cherry Liqueur,1,oz,Carlton Banks Cocktail
Bitters,2,ds,Carlton Banks Cocktail
Bitters,2,dr,Carlton Banks Cocktail
Brut Champagne,1 1/2,oz,Carlton Banks Cocktail
Orange Peel,1,twst,Carlton Banks Cocktail
Apple Brandy,1,oz,Carmen Miranda
Rum,1,oz,Carmen Miranda
Pear Eau De Vie,1/2,oz,Carmen Miranda
Orange Bitters,2,ds,Carmen Miranda
Rich Simple Syrup 2:1,1,t,Carmen Miranda
Cachaca,1 1/2,oz,Carnival Sour
Coconut Liqueur,3/4,oz,Carnival Sour
Lime Juice,3/4,oz,Carnival Sour
Orange,1,sli,Carnival Sour
Maraschino Cherry,1,un,Carnival Sour
Apple Brandy,2,oz,Carolina Julep
Rye,1,oz,Carolina Julep
Demerara Syrup,1/2,oz,Carolina Julep
10  Mint,,un,Carolina Julep
Bourbon,2,oz,Carolina Sundress
Dry Vermouth,3/4,oz,Carolina Sundress
Maraschino Liqueur,3/4,oz,Carolina Sundress
Lemon Juice,1/2,oz,Carolina Sundress
Gin,1/2,oz,Carolynn Reminder
Aperol,1,oz,Carolynn Reminder
Ginger Liqueur,1,oz,Carolynn Reminder
Triple Sec,1,oz,Carolynn Reminder
Lemon Juice,1,oz,Carolynn Reminder
Peychaud's Bitters,2,ds,Carolynn Reminder
Brandy,2,oz,Caroubel
Port,1,oz,Caroubel
Nocino,3/4,oz,Caroubel
Islay Scotch,1,t,Caroubel
Lemon Juice,1/2,oz,Caroubel
Salt,1,pn,Caroubel
Bourbon,2,oz,Carpano Sour
Sweet Vermouth,1,oz,Carpano Sour
Lemon Juice,1,oz,Carpano Sour
Simple Syrup,1/2,oz,Carpano Sour
Egg White,1/2,oz,Carpano Sour
Maraschino Cherry,1,un,Carpano Sour
Armagnac,2,oz,Carpenter's Hand
Amontillado Sherry,1/2,oz,Carpenter's Hand
Drambuie,1/2,oz,Carpenter's Hand
Orange Peel,1,twst,Carpenter's Hand
Brandy,3/4,oz,Carpool
Apple Brandy,3/4,oz,Carpool
Curacao,3/4,oz,Carpool
Lemon Juice,3/4,oz,Carpool
Irish Whiskey,2,oz,The Carrauntouhill
Averna,1,oz,The Carrauntouhill
Coffee Liqueur,1/2,oz,The Carrauntouhill
Heavy Cream,1/4,oz,The Carrauntouhill
Egg White,1,un,The Carrauntouhill
Chocolate Bitters,2,ds,The Carrauntouhill
Sweet Vermouth,1 1/2,oz,Il Carrelo degli Amari
Amaro,1 1/2,oz,Il Carrelo degli Amari
Branca Menta,1/2,oz,Il Carrelo degli Amari
Peychaud's Bitters,1/3,oz,Il Carrelo degli Amari
Orange,2,wdg,Il Carrelo degli Amari
Lime Peel,1,twst,Il Carrelo degli Amari
Rum,1 1/2,oz,Carreras Cup
Jamaican Rum,1/2,oz,Carreras Cup
Lime Juice,3/4,oz,Carreras Cup
